name:ID,:LABEL
北京,city
成都,city
重庆,city
长春,city
长沙,city
东莞,city
佛山,city
福州,city
广州,city
贵阳,city
国际及港澳台,city
哈尔滨,city
海口,city
杭州,city
合肥,city
呼和浩特,city
济南,city
昆明,city
南昌,city
南京,city
南宁,city
宁波,city
青岛,city
厦门,city
上海,city
深圳,city
沈阳,city
石家庄,city
苏州,city
太原,city
天津,city
无锡,city
武汉,city
西安,city
郑州,city
中国香港,city
珠海,city
