name:ID,:LABEL
展会,subcategory
特色体验,subcategory
其他展览休闲,subcategory
话剧,subcategory
音乐剧,subcategory
其他话剧歌剧,subcategory
摇滚,subcategory
流行,subcategory
音乐节,subcategory
其他演唱会,subcategory
室内乐及古乐,subcategory
独奏,subcategory
管弦乐,subcategory
其他音乐会,subcategory
戏曲,subcategory
相声,subcategory
魔术,subcategory
其他曲苑杂坛,subcategory
球类运动,subcategory
田径,subcategory
篮球,subcategory
足球,subcategory
其他体育,subcategory
舞蹈,subcategory
其他舞蹈芭蕾,subcategory
其他儿童亲子,subcategory
